MSGTIME,LONGTD,LATTD,FL,SPDX,SPDY,SPDZ
20240906104812351,104.782372,31.452253,1043,27,37,1
20240906104812859,104.782649,31.452282,2857,130,92,1
20240906104816727,104.783287,31.453949,1051,26,38,0
20240906104818726,104.783531,31.454786,1051,14,44,0
20240906104822101,104.783585,31.456276,1051,1,49,0
20240906104822859,104.784085,31.456447,8961,11,87,0
20240906104824600,104.783478,31.457441,1051,6,49,0
20240906104826037,104.78331,31.45809,1051,8,49,0
20240906104828662,104.78331,31.45809,1051,8,49,0
20240906104828695,104.782906,31.459253,1051,8,49,0
20240906104830537,104.782532,31.460037,1051,21,46,0
20240906104832314,104.782551,31.46082,2857,21,96,0
20240906104833163,104.782532,31.460037,1051,21,46,0
20240906104833599,104.781609,31.461254,1051,30,42,0
20240906104834129,104.781456,31.461452,1051,30,42,0
20240906104834538,104.781296,31.461594,1051,32,40,0
20240906104833599,104.781609,31.461254,1051,30,42,0
20240906104834129,104.781456,31.461452,1051,30,42,0
20240906104834538,104.781296,31.461594,1051,32,40,0
20240906104835817,104.780785,31.462,1051,36,36,0
20240906104839459,104.779669,31.463336,1052,36,36,0
20240906104839459,104.779669,31.463336,1052,36,36,0
20240906104840485,104.780785,31.462,1051,36,36,0
20240906104841459,104.778896,31.464011,1053,36,36,0
20240906104841459,104.778896,31.464011,1053,36,36,0
20240906104841694,104.778091,31.463491,1059,36,36,0
20240906104842757,104.777527,31.463654,1059,36,36,0
20240906104842860,104.777949,31.464117,2857,36,90,0
20240906104843226,104.777306,31.463696,1059,49,16,0
20240906104843631,104.777046,31.463772,1059,49,16,0
20240906104844602,104.77655,31.463879,1059,49,13,0
20240906104844859,104.776821,31.464383,2857,49,59,0
20240906104845508,104.776062,31.463959,1059,50,11,0
20240906104848196,104.776062,31.463959,1059,50,11,0
20240906104850198,104.776062,31.463959,1059,50,11,0
20240906104851459,104.773068,31.464893,1470,50,3,0
20240906104851459,104.773068,31.464893,1470,50,3,0
20240906104852203,104.776062,31.463959,1059,50,11,0
20240906104853459,104.771985,31.465112,1470,50,3,0
20240906104853459,104.771985,31.465112,1470,50,3,0
20240906104854206,104.776062,31.463959,1059,50,11,0
20240906104854225,104.771332,31.463787,1059,52,1,0
20240906104856255,104.770241,31.463491,1059,52,1,0
20240906104856859,104.769954,31.464057,2857,52,1,0
20240906104858913,104.770241,31.463491,1059,52,0,0
20240906104901530,104.770241,31.463491,1059,52,0,0
20240906104902915,104.766588,31.463987,1060,52,1,0
20240906104902915,104.766588,31.463987,1060,52,1,0
20240906104903534,104.770241,31.463491,1059,52,0,0
20240906104904914,104.765476,31.463965,1060,52,1,0
20240906104904914,104.765476,31.463965,1060,52,1,0
20240906104905538,104.770241,31.463491,1059,52,0,0
20240906104906914,104.764364,31.463941,1060,52,1,0
20240906104906914,104.764364,31.463941,1060,52,1,0
20240906104908504,104.765511,31.459715,1066,39,33,0
20240906104908914,104.763252,31.463918,1060,52,1,0
20240906104908914,104.763252,31.463918,1060,52,1,0
20240906104909069,104.76535,31.459442,1066,39,33,0
20240906104909662,104.765289,31.459253,1066,19,46,0
20240906104910629,104.765129,31.458788,1066,17,47,0
20240906104911598,104.764969,31.458368,1066,17,47,0
20240906104912005,104.764908,31.458187,1066,17,47,0
20240906104911598,104.764969,31.458368,1066,17,47,0
20240906104912005,104.764908,31.458187,1066,17,47,0
20240906104913569,104.764816,31.457516,1059,17,47,0
20240906104914569,104.764763,31.45706,1059,5,49,2
20240906104915474,104.764687,31.456646,1051,2,49,2
20240906104916860,104.764285,31.456451,2857,2,49,2
20240906104918173,104.764687,31.456646,1051,2,0,2
20240906104921459,104.764142,31.454371,1032,2,49,2
20240906104921459,104.764142,31.454371,1032,2,49,2
20240906104923225,104.765457,31.453262,1021,11,48,3
20240906104923459,104.764079,31.453466,1026,2,49,2
20240906104923459,104.764079,31.453466,1026,2,49,2
20240906104925974,104.766212,31.452114,1013,20,45,3
20240906104926568,104.766373,31.451889,1013,26,42,2
20240906104926860,104.765691,31.451789,2857,62,42,2
20240906104928412,104.766968,31.451244,1013,28,41,2
20240906104929349,104.767326,31.450874,1005,28,41,2
20240906104929848,104.767509,31.450741,1005,34,36,2
20240906104933226,104.768867,31.449759,998,38,30,2
20240906104933757,104.769142,31.449619,998,38,30,2
20240906104934254,104.769341,31.449507,990,41,27,2
20240906104935848,104.77002,31.449202,982,42,24,3
20240906104936347,104.770256,31.449093,982,42,24,3
20240906104937755,104.771004,31.448826,982,44,20,2
20240906104938692,104.771439,31.448681,975,45,16,2
20240906104940315,104.772129,31.448328,2735,21,16,2
20240906104940315,104.772129,31.448328,2735,21,16,2
20240906104940849,104.772491,31.448456,975,47,10,2
20240906104942879,104.773537,31.448364,967,48,7,2
20240906104943379,104.773804,31.448364,967,48,4,2
20240906104950331,104.774635,31.448317,960,48,2,2
20240906104951459,104.777912,31.448095,944,31,1,2
20240906104951459,104.777912,31.448095,944,31,1,2
20240906104952335,104.774635,31.448317,960,48,2,2
20240906104953460,104.778938,31.448068,939,31,1,2
20240906104953460,104.778938,31.448068,939,31,1,2
20240906104954335,104.774635,31.448317,960,48,2,2
20240906104955459,104.779966,31.44804,934,31,1,2
20240906104955459,104.779966,31.44804,934,31,1,2
20240906104956337,104.774635,31.448317,960,48,2,2
20240906104957459,104.780991,31.448013,929,48,1,2
20240906104957459,104.780991,31.448013,929,48,1,2
20240906104958339,104.774635,31.448317,960,48,2,2
20240906104959459,104.782016,31.447985,924,48,1,2
20240906104959459,104.782016,31.447985,924,48,1,2
20240906105000356,104.774635,31.448317,960,48,2,2
20240906105000356,104.774635,31.448317,960,48,2,2
